,Country,City,Latitude,Longitude,elevation
586,COL,Cesar,9.3333415,-73.5000086,
1910,COL,Norte de Santander,8.4417924,-73.0492505,
1584,COL,Magdalena,10.5808075,-74.0685669,
142,COL,Amazonas,-1.305299,-71.4659212,
553,COL,Cauca,2.715645,-76.662665,
1444,COL,La Guajira,11.4354118,-72.9002161,
509,COL,Caldas,5.3302514,-75.2873471,
2946,COL,Vichada,4.8686613,-69.3736658,
405,COL,Bogota Capital District,4.2834715,-74.1753606,
2477,COL,Santander,7.0000085,-73.2500086,
2810,COL,Tolima,4.0355786,-75.2086642,
1832,COL,Nariño,1.5842268,-77.8585766,
2661,COL,Sucre,9.0,-75.0,
2244,COL,Quindío,4.4028313,-75.7025795,
411,COL,Bolívar,9.3660477,-74.8023636,
1022,COL,Guaviare,1.7899198,-72.3761784,
2935,COL,Vaupés,0.4228124,-70.9468372,
2323,COL,Risaralda,5.2102948,-75.9842236,
1125,COL,Huila,2.4738993,-75.5900113,
2215,COL,Putumayo,0.5000086,-76.0000086,
1005,COM,Grande Comore,-11.6525688,43.3309706,
1723,COM,Moheli,-12.3204573,43.7204313,
170,COM,Anjouan,-12.2265681,44.4107049,
1761,CPV,Mosteiros,15.000139,-24.3374082,
2471,CPV,Santa Catarina do Fogo,14.9022545,-24.3212579,
1592,CPV,Maio,15.2272182,-23.1563014,
2086,CPV,Paul,17.1150295,-25.0201589,
2315,CPV,Ribeira Brava,16.5805775,-24.0887328,
2423,CPV,Sal,16.7204556,-22.9386761,
400,CPV,Boa Vista,16.099509,-22.8009411,
2687,CPV,São Domingos,15.030534,-23.5308824,
2688,CPV,São Filipe,14.921425,-24.4420245,
2689,CPV,São Lourenço dos Órgãos,15.0709442,-23.5865131,
2690,CPV,São Miguel,15.1899662,-23.6420486,
2691,CPV,São Salvador do Mundo,15.0916507,-23.631732,
2693,CPV,São Vicente,16.8494412,-24.9718792,
2317,CPV,Ribeira Grande de Santiago,14.9158522,-23.6048421,
2316,CPV,Ribeira Grande,17.1391197,-25.1368741,
2743,CPV,Tarrafal de São Nicolau,16.5754161,-24.3341992,
2175,CPV,Praia,14.9162811,-23.5095095,
2742,CPV,Tarrafal,15.2664503,-23.7227339,
2169,CPV,Porto Novo,17.0174637,-25.2004042,
436,CPV,Brava,14.8519426,-24.7086939,
2193,CRI,Provincia Puntarenas,9.003218,-82.7985785,
2192,CRI,Provincia Limón,10.0812393,-83.3452188,
2194,CRI,Provincia San José,9.6313549,-84.0670548,
2191,CRI,Provincia Heredia,9.9864054,-84.1848831,
2189,CRI,Provincia Cartago,9.86475,-83.9227273,
2188,CRI,Provincia Alajuela,9.9944537,-84.1979893,
2190,CRI,Provincia Guanacaste,10.247313,-85.2458484,
2955,CUB,Villa Clara,22.7036119,-79.6944968,
2480,CUB,Santiago de Cuba,20.0214263,-75.8294928,
2461,CUB,Sancti Spiritus,21.7261281,-79.613293,
1178,CUB,Isle of Youth,21.9841355,-82.4119306,
1082,CUB,Havana,23.135305,-82.3589631,
1478,CUB,Las Tunas,21.0887045,-76.8121648,
1006,CUB,Granma,20.1947889,-77.2936265,
1670,CUB,Mayabeque,22.8254157,-82.0701062,
1109,CUB,Holguín,20.8869704,-76.2591995,
642,CUB,Ciego de Avila,21.7476686,-78.729558,
643,CUB,Cienfuegos,22.1459864,-80.4530775,
209,CUB,Artemisa,22.8272763,-82.9259245,
1663,CUB,Matanzas,23.0469236,-81.5783032,
1020,CUB,Guantánamo,19.9709396,-75.1434583,
2132,CUB,Pinar del Rio,22.312447,-83.9389386,
511,CUB,Camagüey,21.3791765,-77.9183681,
1876,CYP,Nicosia,35.1746503,33.3638783,
1429,CYP,Kyrenia,35.3396291,33.3205287,
887,CYP,Famagusta,35.1205261,33.9387919,
2073,CYP,Paphos,34.7743988,32.4231586,
1505,CYP,Limassol,34.6852901,33.0332657,
1477,CYP,Larnaca,34.9236095,33.6236184,
2149,CZE,Plze?ský kraj,,,
1752,CZE,Moravskoslezský kraj,49.860275,18.0386541,
3104,CZE,Zlínský kraj,49.19692,17.6460916,
1498,CZE,Liberecký kraj,50.747604,14.9903103,
1104,CZE,Hlavní m?sto Praha,,,
3123,CZE,Ústecký kraj,50.5663266,13.8206705,
2079,CZE,Pardubický kraj,49.889819,16.1283254,
1218,CZE,Jihomoravský kraj,49.1249179,16.6827716,
1291,CZE,Karlovarský kraj,50.1753532,12.8060863,
1217,CZE,Jiho?eský kraj,,,
1397,CZE,Kraj Vyso?ina,,,
2013,CZE,Olomoucký kraj,49.8591058,16.9561267,
2650,CZE,St?edo?eský kraj,,,
1403,CZE,Královéhradecký kraj,50.4093927,15.6850054,
278,DEU,Baden-Württemberg,48.53775,9.041169,
1680,DEU,Mecklenburg-Vorpommern,53.7735064,12.5755471,
2375,DEU,Sachsen-Anhalt,51.9280976,11.6812243,
2374,DEU,Sachsen,50.9295798,13.4585052,
1878,DEU,Niedersachsen,52.8398531,9.075962,
1907,DEU,Nordrhein-Westfalen,51.4789205,7.5543751,
1063,DEU,Hamburg,53.550341,10.000654,
371,DEU,Berlin,52.5173885,13.3951309,
2311,DEU,Rheinland-Pfalz,49.9531599,7.310646,
438,DEU,Bremen,53.0758196,8.8071646,
2782,DEU,Thüringen,50.9014721,11.0377839,
1095,DEU,Hessen,50.6080651,9.0284647,
347,DEU,Bayern,48.9467562,11.4038717,
2507,DEU,Schleswig-Holstein,54.1853998,9.8220089,
434,DEU,Brandenburg,52.8455492,13.2461296,
2369,DEU,Saarland,49.3841872,6.9537369,
2708,DJI,Tadjourah,12.0358121,42.5174505,
208,DJI,Arta,11.4341375,42.6203731,
781,DJI,Djibouti,11.8145966,42.8453061,
1990,DJI,Obock,11.9640149,43.292228,
759,DJI,Dikhil,11.42837,42.0639774,
131,DJI,Ali Sabieh,11.1630687,42.8372778,
2401,DMA,Saint Luke,15.2526483,-61.3606848,
2402,DMA,Saint Mark,15.2285265,-61.3500041,
2384,DMA,Saint David,15.4223996,-61.2884118,
2406,DMA,Saint Patrick,15.2770426,-61.2964775,
2570,DNK,Sjælland,55.5455979,11.6973741,
1700,DNK,Midtjylland,56.2356484,9.234625,
1905,DNK,Nordjylland,56.8152793,9.7273308,
2681,DNK,Syddanmark,55.3784263,9.1318064,
1116,DNK,Hovedstaden,55.8616018,12.3137969,
2448,DOM,San José de Ocoa,18.6085333,-70.5141754,
1743,DOM,Monte Plata,18.8381907,-69.8365984,
1742,DOM,Monte Cristi,19.7177718,-71.4448113,
2106,DOM,Peravia,18.3515003,-70.3695268,
2093,DOM,Pedernales,18.0372324,-71.7441566,
2455,DOM,San Pedro de Macorís,18.6078948,-69.4885492,
1452,DOM,La Romana,18.4230137,-68.9661104,
1649,DOM,María Trinidad Sánchez,19.4433304,-69.9990821,
1453,DOM,La Vega,19.0311497,-70.7274246,
1442,DOM,La Estrelleta,18.467173,-69.8907858,
1440,DOM,La Altagracia,18.5880886,-68.6053104,
777,DOM,Distrito Nacional,18.4853599,-69.9299587,
2482,DOM,Santo Domingo,18.4713858,-69.8918436,
1161,DOM,Independencia,18.4155861,-71.6357396,
1073,DOM,Hato Mayor,18.8150136,-69.3478425,
2208,DOM,Puerto Plata,19.7225234,-70.7208338,
2479,DOM,Santiago Rodríguez,19.3690729,-71.3523808,
2478,DOM,Santiago,19.336389,-70.9521277,
871,DOM,Espaillat,19.5108126,-70.4918803,
711,DOM,Dajabón,19.4366635,-71.5703737,
798,DOM,Duarte,19.2833163,-70.1880055,
2433,DOM,Samaná,19.1780767,-69.6510809,
847,DOM,El Seybo,,,
2445,DOM,San Cristóbal,18.4174531,-70.1103346,
1094,DOM,Hermanas,19.3957699,-70.3840578,
1736,DOM,Monseñor Nouel,18.9234801,-70.4157265,
286,DOM,Bahoruco,18.5140239,-71.3303393,
2925,DOM,Valverde,19.5955662,-71.0303974,
2686,DOM,Sánchez Ramírez,19.0037537,-70.1488827,
316,DOM,Barahona,18.1893495,-71.2286019,
253,DOM,Azua,18.6257252,-70.9046478,
623,DZA,Chlef,36.20342,1.2680696,
1153,DZA,Illizi,27.8528505,7.8189636,
1560,DZA,M'Sila,35.1300205,4.2003107,
335,DZA,Batna,35.3384291,5.7315453,
2598,DZA,Souk Ahras,36.1378681,7.8262426,
965,DZA,Ghardaia,32.440827,3.5618209,
1219,DZA,Jijel,36.8167305,5.771494,
2797,DZA,Tissemsilt,35.7858975,1.8340957,
2546,DZA,Sidi Bel Abbès,34.682268,-0.4357555,
2793,DZA,Tipaza,36.527157,2.1672012,
2792,DZA,Tindouf,27.543907,-6.2400411,
2801,DZA,Tlemcen,34.881789,-1.316699,
2799,DZA,Tizi Ouzou,36.6816175,4.237186,
130,DZA,Algiers,36.7729333,3.0588445,
848,DZA,El Tarf,36.6713563,8.070134,
2861,DZA,Tébessa,35.124945,7.9011735,
844,DZA,El Oued,33.215441,7.1553214,
2503,DZA,Saïda,34.743349,0.2440764,
1462,DZA,Laghouat,33.7504405,2.6431094,
840,DZA,El Bayadh,32.570303,1.1259581,
256,DZA,Aïn Témouchent,35.3651297,-0.9452171,
255,DZA,Aïn Defla,36.1586843,2.0842817,
172,DZA,Annaba,36.8982165,7.7549272,
1336,DZA,Khenchela,34.9133455,6.9059431,
780,DZA,Djelfa,34.342841,3.2172531,
2054,DZA,Oum El Bouaghi,35.8105805,7.0184178,
2049,DZA,Ouargla,30.9980145,6.7664536,
351,DZA,Bejaia,36.7511783,5.0643687,
1840,DZA,Naâma,33.2336851,-0.8151958,
2021,DZA,Oran,35.7044415,-0.6502981,
398,DZA,Blida,36.4705658,2.8274937,
2303,DZA,Relizane,35.8363185,0.9118537,
2785,DZA,Tiaret,34.8947575,1.5945792,
1792,DZA,Médéa,35.9752045,3.0123504,
1025,DZA,Guelma,36.3491635,7.409499,
675,DZA,Constantine,36.3641642,6.6084281,
388,DZA,Biskra,34.8508816,5.729074,
1651,DZA,Mascara,35.3978385,0.2430195,
2694,DZA,Sétif,36.1893494,5.4046876,
419,DZA,Bordj Bou Arreridj?,36.0962028,4.6602742,
474,DZA,Béchar,31.385726,-2.0115958,
429,DZA,Boumerdès,36.7358032,3.6163046,
2725,DZA,Tamanrasset,24.3753438,4.3208436,
1760,DZA,Mostaganem,35.928808,0.089978,
59,DZA,Adrar,26.4888155,-1.3582442,
1703,DZA,Mila,36.2502135,6.1652163,
2571,DZA,Skikda,36.8801317,6.9077363,
428,DZA,Bouira,36.2316481,3.9082579,
616,ECU,Chimborazo,-1.9262626,-78.7297799,
1155,ECU,Imbabura,0.3753621,-78.355681,
1521,ECU,Loja,-4.0528506,-79.8053425,
1529,ECU,Los Ríos,-1.4941273,-79.5542485,
1829,ECU,Napo,-0.6081965,-77.9520341,
542,ECU,Carchi,0.8375163,-78.2075154,
843,ECU,El Oro,-3.5311093,-79.8333234,
870,ECU,Esmeraldas,0.7343619,-79.3858867,
1023,ECU,Guayas,-2.0,-80.0,
1756,ECU,Morona Santiago,-2.6232969,-78.0048106,
937,ECU,Galápagos,-0.0606899,-90.673898,
556,ECU,Cañar,-2.574484,-78.9804678,
2083,ECU,Pastaza,-1.916667,-77.0,
2026,ECU,Orellana,-0.78618,-76.4803184,
2473,ECU,Santa Elena,-2.1954593,-80.5669167,
1608,ECU,Manabi,-0.7588025,-80.0612131,
2483,ECU,Santo Domingo de los Tsáchilas,-0.3158526,-79.2224149,
3088,ECU,Zamora Chinchipe,-4.0620183,-78.7751588,
2662,ECU,Sucumbios,-0.039138,-76.5119678,
684,ECU,Cotopaxi,-0.8268521,-78.8937757,
2851,ECU,Tungurahua,-1.2765895,-78.4754667,
2130,ECU,Pichincha,-0.0584893,-78.3284371,
254,ECU,Azuay,-3.0524451,-79.2395135,
2626,EGY,South Sinai Governorate,28.6449564,33.8711313,
224,EGY,Asyut Governorate,27.2065132,31.5500282,
223,EGY,Aswan Governorate,23.4351066,32.6139493,
1711,EGY,Minya Governate,28.104055,30.7547465,
2584,EGY,Sohag Governorate,26.7624628,32.0909936,
977,EGY,Giza Governorate,29.0540357,29.4190807,
2166,EGY,Port Said Governorate,31.1821275,32.372582,
964,EGY,Gharbiyya Governorate,30.8391947,31.0016072,
1747,EGY,Monufia Governorate,30.4370098,30.7466852,
1179,EGY,Ismailia Governorate,30.5963288,32.3953274,
1552,EGY,Luxor Governate,,,
2274,EGY,Red Sea Governorate,25.5664162,34.0930512,
712,EGY,Dakahlia Governorate,31.1380046,31.8882499,
1666,EGY,Matrouh Governorate,29.7876385,27.427041,
1245,EGY,Kafr el-Sheikh Governorate,31.3814765,30.8513566,
1857,EGY,New Valley Governorate,24.8766665,28.7341991,
505,EGY,Cairo Governorate,30.0332516,31.5621651,
366,EGY,Beni Suef Governorate,28.8382688,30.8544768,
349,EGY,Beheira Governorate,30.7915206,30.3465488,
884,EGY,Faiyum Governorate,29.340737,30.6201045,
717,EGY,Damietta Governorate,31.4113331,31.7557072,
2668,EGY,Suez Governorate,29.4165427,32.1490967,
110,EGY,Al Sharqia Governorate,30.5985638,31.4984834,
2226,EGY,Qena Governorate,26.2408267,32.9084243,
2223,EGY,Qalyubia Governorate,30.2474311,31.485767,
129,EGY,Alexandria Governorate,30.9432983,29.765645,
1938,EGY,North Sinai Governorate,30.5042803,33.591006,
1580,ERI,Maekel Region,15.333333,38.916667,
2640,ERI,Southern Red Sea Region,13.75,41.5,
180,ERI,Anseba Region,16.5000101,37.5000048,
726,ERI,Debub Region,14.9099667,38.8150692,
1950,ERI,Northen Red Sea Region,16.6655773,38.4768068,
946,ERI,Gash-Barka Region,15.25,37.5,
3027,ESH,Western Sahara,31.7785854,35.2340684,
2184,ESP,Principado de Asturias,43.3133868,-5.94192,
936,ESP,Galicia,42.61946,-7.863112,
194,ESP,Aragón,41.3787291,-0.7639373,
551,ESP,Cataluña/Catalunya,41.3819033,2.1762519,
518,ESP,Cantabria,43.1595664,-4.0878382,
1151,ESP,Illes Balears,39.613432,2.8829185,
548,ESP,Castilla-La Mancha,39.4177902,-2.6232332,
547,ESP,Castilla y León,41.55005,-5.1387401,
878,ESP,Extremadura,39.1748426,-6.1529891,
2302,ESP,Región de Murcia,37.9166355,-1.4779797,
513,ESP,Canarias,28.2935785,-16.6214471,
669,ESP,Comunidad Foral de Navarra,42.6125488,-1.8307877,
2091,ESP,País Vasco/Euskadi,43.3508219,-3.0682813,
157,ESP,Andalucía,37.3399964,-4.5811614,
1449,ESP,La Rioja,42.3285528,-2.4674917,
650,ESP,Ciudad Autónoma de Ceuta,,,
651,ESP,Ciudad Autónoma de Melilla,,,
671,ESP,Comunitat Valenciana,39.6819591,-0.7654406,
670,ESP,Comunidad de Madrid,40.5248319,-3.7715628,
2979,EST,Võru maakond,57.8132607,26.9847576,
1144,EST,Ida-Viru maakond,59.219803,27.3905162,
1557,EST,Lääne maakond,59.0980207,23.5715832,
2219,EST,Pärnu maakond,58.3195068,24.3026121,
2263,EST,Rapla maakond,58.9419781,24.6984042,
2954,EST,Viljandi maakond,58.3229472,25.5824866,
1100,EST,Hiiu maakond,59.0087546,22.4225205,
1234,EST,Jõgeva maakond,58.7710427,26.5686,
1069,EST,Harju maakond,59.409009,24.7369572,
2220,EST,Põlva maakond,58.1694924,27.1567066,
1558,EST,Lääne-Viru maakond,59.4075666,26.309987,
1233,EST,Järva maakond,58.9380564,25.7332418,
2918,EST,Valga maakond,57.8689071,26.1048717,
2745,EST,Tartu maakond,58.4074616,26.7346645,
2368,EST,Saare maakond,58.2057461,22.4848673,
61,ETH,Afar,11.7108206,41.0330866,
763,ETH,Dire Dawa,9.5912196,41.9797191,
2031,ETH,Oromia,7.6721644,40.0299727,
144,ETH,Amhara,11.5,38.5,
2364,ETH,SNNPR,7.0459362,38.4651606,
360,ETH,Beneshangul Gumu,,,
2790,ETH,Tigray,13.881273,39.127495,
1068,ETH,Hareri,9.2932054,42.1619353,
938,ETH,Gambela,7.8102647,34.1822172,
56,ETH,Addis Ababa,9.0358287,38.7524127,
2589,ETH,Somali,7.2629844,43.5360531,
1475,FIN,Lapland,67.6922371,26.728139,
2618,FIN,South Karelia,61.2667443,28.4054849,
2218,FIN,Päijät-Häme,61.2297202,25.8105507,
1250,FIN,Kainuu,64.5946354,28.6810524,
1962,FIN,Northern Savonia,62.9370461,27.4939415,
1929,FIN,North Karelia,62.801052,30.2127116,
2041,FIN,Ostrobothnia,62.9651857,21.2099367,
2642,FIN,Southern Savonia,,,
1959,FIN,Northern Ostrobothnia,64.9521512,25.6968812,
1326,FIN,Keski-Pohjanmaa,63.6476557,24.1114113,
2134,FIN,Pirkanmaa,61.7174331,23.7157115,
2754,FIN,Tavastia Proper,60.9376961,24.1531919,
901,FIN,Finland Proper,60.3036114,22.4113084,
1427,FIN,Kymenlaakso,60.7318529,27.0828744,
2493,FIN,Satakunta,61.5934279,21.7824512,
566,FIN,Central Finland,62.6093658,25.579461,
3112,FIN,Åland Islands,60.1715116,20.0773923,
2623,FIN,South Ostrobothnia,62.7389391,23.1124435,
2898,FIN,Uusimaa,60.2246684,25.1272631,
1951,FJI,Northern,-16.4038897,179.04897,
3017,FJI,Western,-17.7493989,177.4529413,
558,FJI,Central,-17.9338436,178.412103,
825,FJI,Eastern,-18.970617,-179.0584415,
1081,FRA,Hauts-de-France,50.1024606,2.7247515,
682,FRA,Corse,42.188098,9.0683139,
2185,FRA,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,
440,FRA,Bretagne,48.2640845,-2.9202408,
430,FRA,Bourgogne-Franche-Comté,47.118711,4.9691044,
3117,FRA,Île-de-France,48.6443057,2.7537863,
1000,FRA,Grand Est,48.4845157,6.113035,
1908,FRA,Normandie,49.0677708,0.3138532,
582,FRA,Centre-Val de Loire,47.5490251,1.7324062,
2088,FRA,Pays de la Loire,47.6594864,-0.8186143,
244,FRA,Auvergne-Rhône-Alpes,45.2968119,4.6604809,
1969,FRA,Nouvelle-Aquitaine,45.4039367,0.3756199,
1992,FRA,Occitanie,43.6487851,2.3435684,
638,FSM,Chuuk,,,
1387,FSM,Kosrae,,,
2154,FSM,Pohnpei,,,
3057,FSM,Yap,,,
1764,GAB,Moyen-Ogooué,-0.5003495,10.4991063,
2001,GAB,Ogooué-Maritime,-1.4958157,9.5060896,
3034,GAB,Woleu-Ntem,1.2950125,11.8218827,
1868,GAB,Ngounié,-1.5910727,10.978503,
2000,GAB,Ogooué-Lolo,-1.0002904,12.4952424,
1078,GAB,Haut-Ogooué,-1.231544,13.8309713,
1999,GAB,Ogooué-Ivindo	,0.60082,12.6887911,
1983,GAB,Nyanga,-3.0080415,10.9964746,
876,GAB,Estuaire,0.4302639,9.4655189,
2986,GBR,Wales,52.2928116,-3.73893,
856,GBR,England,52.5310214,-1.2649062,
2509,GBR,Scotland,56.7861112,-4.1140518,
1957,GBR,Northern Ireland,54.5859836,-6.9591554,
41,GEO,Abkhazia,43.1500226,41.2299786,
1034,GEO,Guria,41.9762527,42.1266073,
2257,GEO,Racha-Lechkhumi and Kvemo Svaneti,42.6685428,43.1506207,
1769,GEO,Mtskheta-Mtianeti,42.2266944,44.7157824,
58,GEO,Adjara,41.6711566,42.102131,
2438,GEO,Samegrelo-Zemo Svaneti,42.6629046,42.2328587,
2532,GEO,Shida Kartli,42.1852843,43.9422199,
2441,GEO,Samtskhe?Javakheti,41.5296305,43.2434208,
1156,GEO,Imereti,42.18756,42.9521554,
2756,GEO,Tbilisi,41.6934591,44.8014495,
1417,GEO,Kvemo Kartli,41.5124578,44.5495369,
1254,GEO,Kakheti,41.8144317,45.7174977,
1008,GHA,Greater Accra Region,5.8101532,0.0995242,
3024,GHA,Western North Region,6.2279367,-2.8234891,
830,GHA,Eastern Region,6.446877,-0.3770964,
67,GHA,Ahafo Region,6.9168852,-2.5350966,
2967,GHA,Volta Region,6.5348624,0.4556055,
417,GHA,Bono Region,7.6761791,-2.4735401,
2886,GHA,Upper West Region,10.3669525,-2.0921426,
2882,GHA,Upper East Region,10.7245907,-0.8196591,
1922,GHA,North East Region,10.3959773,-0.5410794,
2500,GHA,Savannah Region,9.1400654,-1.7111234,
2045,GHA,Oti Region,7.8633872,0.318598,
572,GHA,Central Region,5.7244148,-1.3761749,
1961,GHA,Northern Region,9.6600005,-0.3943799,
218,GHA,Ashanti Region,6.8003319,-1.5188142,
416,GHA,Bono East Region,7.8035236,-1.0876492,
3026,GHA,Western Region,5.4261241,-2.1286574,
672,GIN,Conakry,9.5170602,-13.6998434,
1454,GIN,Labe,11.7614835,-12.0118889,
890,GIN,Faranah,10.3143203,-10.890097,
1985,GIN,Nzerekore,8.3925728,-8.8572519,
1275,GIN,Kankan,10.6248355,-9.3175166,
1355,GIN,Kindia,10.1154374,-13.1916883,
406,GIN,Boke,11.3406898,-13.9440724,
1607,GIN,Mamou,10.6619269,-12.1139542,
312,GMB,Banjul,13.4410165,-16.5627509,
442,GMB,Brikama,13.258513,-16.4999051,
1321,GMB,Kerewan,13.4731283,-16.1334361,
1204,GMB,Janjanbureh,13.5219233,-14.8708511,
1274,GMB,Kanifing,13.4536107,-16.65468,
1412,GMB,Kuntaur,13.629489,-14.8566638,
330,GMB,Basse,13.4049977,-14.1495576,
1625,GMB,Mansakonko,13.3978304,-15.7263312,
384,GNB,Biombo,11.8816758,-15.7784496,
389,GNB,Bissau,11.861324,-15.583055,
929,GNB,Gabu,12.1170351,-14.1762506,
2006,GNB,Oio,12.2876092,-15.3387658,
408,GNB,Bolama,11.2795064,-16.0294425,
502,GNB,Cacheu,12.274246,-16.1648911,
280,GNB,Bafatá,12.1348511,-14.750361,
2243,GNB,Quinara,11.6340114,-15.0952685,
2812,GNB,Tombali,11.2981082,-15.1170104,
382,GNQ,Bioko Norte,3.6484594,8.7851155,
173,GNQ,Annobón,-1.434384,5.6374236,
1368,GNQ,Kié-Ntem Province,2.0579266,10.9855916,
1513,GNQ,Litoral Province,1.6026374,9.841569,
383,GNQ,Bioko Sur,3.4245254,8.6646092,
2995,GNQ,Wele-Nzas Province,1.4648719,11.131676,
584,GNQ,Centro Sur Province,1.3969966,10.4538528,
1570,GRC,Macedonia-Thrace,41.1171078,25.4054806,
65,GRC,Agion Oros,40.2232081,24.0398959,
234,GRC,Attica,37.7561803,23.6669006,
860,GRC,Epirus-Western Macedonia,39.6745269,20.0684865,
687,GRC,Crete,35.3084952,24.4633423,
2096,GRC,Peloponisos-W. Greece & Ionian,,,
2776,GRC,Thessalia-Central Greece,39.3101078,22.0652628,
837,GRC,Egean,,,
2636,GRD,Southern Grenadine Islands,,,
1948,GRL,Northeast Greenland National Park,77.3686991,-30.9011346,
1405,GRL,Kujalleq,61.0,-45.0,
2519,GRL,Sermersooq,66.0,-40.0,
2228,GRL,Qeqqata,66.5,-48.0,
245,GRL,Avannaata,76.5049265,-56.2911976,
2227,GRL,Qeqertalik,68.2684331,-51.1518465,
3075,GTM,Zacapa,15.0200926,-89.4858705,
2373,GTM,Sacatepéquez,14.5531759,-90.7547018,
1230,GTM,Jutiapa,14.1476859,-89.8872508,
2309,GTM,Retalhuleu,14.4201398,-91.8297038,
2242,GTM,Quiché,15.4381786,-91.0075186,
2241,GTM,Quetzaltenango,14.8464612,-91.5194208,
1021,GTM,Guatemala,15.5855545,-90.345759,
293,GTM,Baja Verapaz,15.1170798,-90.4109616,
1198,GTM,Jalapa,14.6507936,-89.9390853,
1189,GTM,Izabal,15.5700584,-88.9829247,
136,GTM,Alta Verapaz,15.5949705,-90.0918031,
2113,GTM,Petén,16.8317906,-90.0450637,
2818,GTM,Totonicapán,15.0423435,-91.4061458,
1124,GTM,Huehuetenango,15.606418,-91.6442217,
868,GTM,Escuintla,14.1921288,-91.0263791,
620,GTM,Chiquimula,14.6891037,-89.3960023,
2475,GTM,Santa Rosa,14.1501523,-90.3508818,
2453,GTM,San Marcos,14.9533135,-91.9120444,
846,GTM,El Progreso,14.9100436,-90.0682728,
615,GTM,Chimaltenango,14.6539748,-90.9272741,
2587,GTM,Sololá,14.7039412,-91.282818,
2660,GTM,Suchitepéquez,14.3740226,-91.3650139,
2171,GUY,Potaro-Siparuni,4.8622287,-59.4193612,
2884,GUY,Upper Takutu-Upper Essequibo,2.8449628,-58.9784823,
700,GUY,Cuyuni-Mazaruni,6.188854,-59.849737,
2161,GUY,Pomeroon-Supenaam,7.2049548,-58.8295641,
1588,GUY,Mahaica-Berbice,6.2766898,-57.82391,
873,GUY,Essequibo Islands-West Demerara,6.7872134,-58.1914959,
320,GUY,Barina-Waini,,,
2881,GUY,Upper Demerara-Berbice,5.5612677,-58.154152,
816,GUY,East Berbice-Corentyne,3.8972611,-58.1383925,
732,GUY,Demerara-Mahaica,6.4547884,-58.1280676,
3066,HND,Yoro,15.2994474,-87.2916981,
1485,HND,Lempira,14.4556602,-88.6188558,
911,HND,Francisco Morazán,14.3430478,-87.1141957,
678,HND,Copán,14.8958685,-88.9255812,
627,HND,Choluteca,13.3714203,-87.0713958,
2012,HND,Olancho,14.8211028,-85.9549881,
228,HND,Atlántida,15.8172492,-87.1146935,
665,HND,Comayagua,14.4527976,-87.6379227,
1994,HND,Ocotepeque,14.4759433,-89.0365633,
994,HND,Gracias a Dios,15.4333305,-84.148687,
660,HND,Colón,15.7149552,-85.7023584,
845,HND,El Paraíso,13.9619941,-86.5627921,
2469,HND,Santa Bárbara,15.0960558,-88.3673692,
2920,HND,Valle,13.5110996,-87.5472925,
341,HND,Bay Islands,16.3217674,-86.1786833,
1167,HND,Intibucá,14.2557426,-88.2260351,
683,HND,Cortés,15.4784073,-88.0343858,
1183,HRV,Istria,45.1934345,13.9150536,
2567,HRV,Sisak-Moslavina,45.4876303,16.3728187,
801,HRV,Dubrovnik-Neretva,42.6420614,18.1028722,
2960,HRV,Virovitica-Podravina,45.8349096,17.3845292,
648,HRV,City of Zagreb,45.8130967,15.9772795,
2180,HRV,Primorje-Gorski Kotar,45.4225937,14.6172032,
1501,HRV,Lika-Senj,44.66818,15.3324696,
20,HRV,?ibenik-Knin,,,
1290,HRV,Karlovac,45.4892522,15.5486303,
2647,HRV,Split-Dalmatia,43.5160032,16.4443708,
1398,HRV,Krapina-Zagorje,46.2247136,15.6792916,
2038,HRV,Osijek-Baranja,45.5270033,18.7760798,
2972,HRV,Vukovar-Syrmia,,,
1384,HRV,Koprivnica-Kri?evci,,,
3077,HRV,Zadar County,44.1294135,15.5432324,
2150,HRV,Po?ega-Slavonia,,,
393,HRV,Bjelovar-Bilogora,45.8960587,16.8400759,
444,HRV,Brod-Posavina,45.1542669,18.0117761,
2927,HRV,Vara?din,,,
1679,HRV,Me?imurje,,,
3079,HRV,Zagreb County,45.7017634,16.2347136,
808,HTI,Département de la Grande-Anse,18.5163436,-74.0986136,
210,HTI,Artibonite Department,19.3366225,-72.4924346,
811,HTI,Département du Sud-Est,18.2973566,-72.3745698,
2664,HTI,Sud Department,18.2612839,-73.8444985,
807,HTI,Département de l'Ouest,18.7668687,-72.4387315,
1902,HTI,Nord-Ouest Department,19.8469434,-73.0589966,
577,HTI,Centre Department,18.9908235,-71.9943985,
809,HTI,Département des Nippes,18.4420426,-73.3913782,
810,HTI,Département du Nord,19.6258245,-72.2699286,
1901,HTI,Nord-Est Department,19.5178468,-71.8728225,
2685,HUN,Szabolcs-Szatmár-Bereg,48.0297821,22.0040108,
1039,HUN,Gy?r-Moson-Sopron,47.687609,17.6346815,
1380,HUN,Komárom-Esztergom,47.6511599,18.2551911,
1096,HUN,Heves,47.7884409,20.1714412,
1057,HUN,Hajdú-Bihar,47.4407848,21.4752281,
1231,HUN,Jász-Nagykun-Szolnok,47.2971598,20.453178,
2590,HUN,Somogy,46.439656,17.6212956,
476,HUN,Békés,46.7862993,20.9820736,
2111,HUN,Pest,47.4942216,19.0529846,
1986,HUN,Nógrád,47.9873616,19.5472495,
